City,Year,Sport,Discipline,Event,Athlete,Gender,Country_Code,Medal
Atlanta,1996,Gymnastics,Rhythmic G.,group competition,TALEVA  Ivelina,Women,BUL,Silver
Atlanta,1996,Gymnastics,Rhythmic G.,group competition,TABAKOVA  Maja,Women,BUL,Silver
Atlanta,1996,Gymnastics,Rhythmic G.,group competition,KRIVOCHEI  Elena,Women,RUS,Bronze
Atlanta,1996,Gymnastics,Rhythmic G.,group competition,KEVLIAN  Valentina,Women,BUL,Silver
Atlanta,1996,Gymnastics,Rhythmic G.,group competition,KOLEVA  Maria,Women,BUL,Silver
Atlanta,1996,Gymnastics,Rhythmic G.,group competition,GURENDEZ  Lorena,Women,ESP,Gold
Atlanta,1996,Gymnastics,Rhythmic G.,group competition,GIMENEZ  Estela,Women,ESP,Gold
Atlanta,1996,Gymnastics,Rhythmic G.,group competition,DELTCHEVA  Ina,Women,BUL,Silver
Atlanta,1996,Gymnastics,Rhythmic G.,individual all-round,VITRICHENKO  Elena,Women,UKR,Bronze
Atlanta,1996,Gymnastics,Rhythmic G.,group competition,LAMARCA  Tania,Women,ESP,Gold
Atlanta,1996,Gymnastics,Rhythmic G.,individual all-round,BATYRCHINA  Ianina,Women,RUS,Silver
Atlanta,1996,Gymnastics,Rhythmic G.,group competition,IVANOVA  Ioulia,Women,RUS,Bronze
Atlanta,1996,Gymnastics,Rhythmic G.,group competition,CABANILLAS  Nuria,Women,ESP,Gold
Atlanta,1996,Handball,Handball,handball,DOUICHEBAEV  Talant,Men,ESP,Bronze
Atlanta,1996,Handball,Handball,handball,KOCSIS  Erzsebet,Women,HUN,Bronze
Atlanta,1996,Handball,Handball,handball,URDANGARIN  Ignacio,Men,ESP,Bronze
Atlanta,1996,Handball,Handball,handball,PUC  Iztok,Men,CRO,Gold
Atlanta,1996,Handball,Handball,handball,SZILAGYI  Katalin,Women,HUN,Bronze
Atlanta,1996,Handball,Handball,handball,OLSSON  Staffan,Men,SWE,Silver
Atlanta,1996,Handball,Handball,handball,HOFFMANN  Beata,Women,HUN,Bronze
Atlanta,1996,Handball,Handball,handball,LIM  O Kyeong,Women,KOR,Silver
Atlanta,1996,Handball,Handball,handball,SUNESEN  Gitte,Women,DEN,Gold
Atlanta,1996,Handball,Handball,handball,TANDERUP  Dorthe,Women,DEN,Gold
Atlanta,1996,Handball,Handball,handball,URDIALES  Alberto,Men,ESP,Bronze
Atlanta,1996,Handball,Handball,handball,ERDOS  Eva,Women,HUN,Bronze
Atlanta,1996,Handball,Handball,handball,KIM  Cheong-Shim,Women,KOR,Silver
Atlanta,1996,Handball,Handball,handball,ASTRUP  Heidi,Women,DEN,Gold
Atlanta,1996,Handball,Handball,handball,FARKAS  Andrea,Women,HUN,Bronze
Atlanta,1996,Handball,Handball,handball,KIM  Eun-Mi,Women,KOR,Silver
Atlanta,1996,Handball,Handball,handball,NUNEZ  Jordi,Men,ESP,Bronze
Atlanta,1996,Handball,Handball,handball,NAGY  Aniko,Women,HUN,Bronze
Atlanta,1996,Handball,Handball,handball,PARK  Jeong-Lim,Women,KOR,Silver
Atlanta,1996,Handball,Handball,handball,KOLLING  Janne,Women,DEN,Gold
Atlanta,1996,Handball,Handball,handball,ANDERSEN  Kristine,Women,DEN,Gold
Atlanta,1996,Handball,Handball,handball,HOMBRADOS  Jose,Men,ESP,Bronze
Atlanta,1996,Handball,Handball,handball,KANTOR  Aniko,Women,HUN,Bronze
Atlanta,1996,Handball,Handball,handball,HOFFMAN  Anette,Women,DEN,Gold
Atlanta,1996,Handball,Handball,handball,CAVAR  Patrik,Men,CRO,Gold
Atlanta,1996,Handball,Handball,handball,MIKULIC  Zoran,Men,CRO,Gold
Atlanta,1996,Handball,Handball,handball,KWAG  Hye-Jeong,Women,KOR,Silver
Atlanta,1996,Handball,Handball,handball,OLSSON  Mats,Men,SWE,Silver
Atlanta,1996,Handball,Handball,handball,SIVERTSSON  Thomas,Men,SWE,Silver
Atlanta,1996,Handball,Handball,handball,LOSERT  Venio,Men,CRO,Gold
Atlanta,1996,Handball,Handball,handball,PETTERSSON  Johan,Men,SWE,Silver
Atlanta,1996,Handball,Handball,handball,OH  Seongok,Women,KOR,Silver
Atlanta,1996,Handball,Handball,handball,GONZALEZ  Raul,Men,ESP,Bronze
Atlanta,1996,Handball,Handball,handball,HANSEN  Anja,Women,DEN,Gold
Atlanta,1996,Handball,Handball,handball,CHO  Eun-Hee,Women,KOR,Silver
Atlanta,1996,Handball,Handball,handball,MADSEN  Gitte,Women,DEN,Gold
Atlanta,1996,Handball,Handball,handball,TOTH  Beatrix,Women,HUN,Bronze
Atlanta,1996,Handball,Handball,handball,LEE  Sang-Eun,Women,KOR,Silver
Atlanta,1996,Handball,Handball,handball,KJAERGAARD  Tonje,Women,DEN,Gold
Atlanta,1996,Handball,Handball,handball,LINDGREN  Ola,Men,SWE,Silver
Atlanta,1996,Handball,Handball,handball,LOFGREN  Stefan,Men,SWE,Silver
Atlanta,1996,Handball,Handball,handball,WISLANDER  Magnus,Men,SWE,Silver
Atlanta,1996,Handball,Handball,handball,MATOSEVIC  Valter,Men,CRO,Gold
Atlanta,1996,Handball,Handball,handball,KIM  Mi-Sim,Women,KOR,Silver
Atlanta,1996,Handball,Handball,handball,ETXABURU  Aitor,Men,ESP,Bronze
Atlanta,1996,Handball,Handball,handball,NEMETH  Helga,Women,HUN,Bronze
Atlanta,1996,Handball,Handball,handball,NACINOVIC  Alvaro,Men,CRO,Gold
Atlanta,1996,Handball,Handball,handball,ANDERSEN  Anja Jul,Women,DEN,Gold
Atlanta,1996,Handball,Handball,handball,RANTALA  Lene,Women,DEN,Gold
Atlanta,1996,Handball,Handball,handball,MATEFI  Eszter,Women,HUN,Bronze
Atlanta,1996,Handball,Handball,handball,JELCIC  Vladimir,Men,CRO,Gold
Atlanta,1996,Handball,Handball,handball,KLJAIC  Nenad,Men,CRO,Gold
Atlanta,1996,Handball,Handball,handball,GUDELJ  Bruno,Men,CRO,Gold
Atlanta,1996,Handball,Handball,handball,MATYAS  Auguszta,Women,HUN,Bronze
Atlanta,1996,Handball,Handball,handball,PADAR  Ildiko,Women,HUN,Bronze
Atlanta,1996,Handball,Handball,handball,JOVIC  Bozidar,Men,CRO,Gold
Atlanta,1996,Handball,Handball,handball,LOZANO  Demetrio,Men,ESP,Bronze
Atlanta,1996,Handball,Handball,handball,OLALLA  Jesus,Men,ESP,Bronze
Atlanta,1996,Handball,Handball,handball,FERNANDEZ  Jesus,Men,ESP,Bronze
Atlanta,1996,Handball,Handball,handball,FLORMAN  Marianne,Women,DEN,Gold
Atlanta,1996,Handball,Handball,handball,GARRALDA  Mateo,Men,ESP,Bronze
Atlanta,1996,Handball,Handball,handball,CARLEN  Per,Men,SWE,Silver
Atlanta,1996,Handball,Handball,handball,GUIJOSA  Rafael,Men,ESP,Bronze
Atlanta,1996,Handball,Handball,handball,ANDERSSON  Magnus,Men,SWE,Silver
Atlanta,1996,Handball,Handball,handball,LARSSON  Andreas,Men,SWE,Silver
Atlanta,1996,Handball,Handball,handball,FRANDESJO  Martin,Men,SWE,Silver
Atlanta,1996,Handball,Handball,handball,HAN  Sun-Hee,Women,KOR,Silver
Atlanta,1996,Handball,Handball,handball,MEKSZ  Aniko,Women,HUN,Bronze
Atlanta,1996,Handball,Handball,handball,THORSSON  Pierre,Men,SWE,Silver
Atlanta,1996,Handball,Handball,handball,FORT MAURI  Jaume,Men,ESP,Bronze
Atlanta,1996,Handball,Handball,handball,SUJSTER  Vladimir,Men,CRO,Gold
Atlanta,1996,Handball,Handball,handball,SVENSSON  Tomas,Men,SWE,Silver
Atlanta,1996,Handball,Handball,handball,KOKENY  Beatrix,Women,HUN,Bronze
Atlanta,1996,Handball,Handball,handball,ANDERSSON  Robert,Men,SWE,Silver
Atlanta,1996,Handball,Handball,handball,HERNANDEZ  Fernando,Men,ESP,Bronze
Atlanta,1996,Handball,Handball,handball,HUH  Soonyoung,Women,KOR,Silver
Atlanta,1996,Handball,Handball,handball,HAJAS  Erik,Men,SWE,Silver
Atlanta,1996,Handball,Handball,handball,LAURITSEN  Susanne,Women,DEN,Gold
Atlanta,1996,Handball,Handball,handball,HEDIN  Robert,Men,SWE,Silver
Atlanta,1996,Handball,Handball,handball,PERKOVAC  Goran,Men,CRO,Gold
Atlanta,1996,Handball,Handball,handball,PEREZ  Juan,Men,ESP,Bronze
Atlanta,1996,Handball,Handball,handball,BOTTZAU  Tina,Women,DEN,Gold
Atlanta,1996,Handball,Handball,handball,ESQUER  Salvador,Men,ESP,Bronze
Atlanta,1996,Handball,Handball,handball,GOLUZA  Slavko,Men,CRO,Gold
Atlanta,1996,Handball,Handball,handball,KIM  Rang,Women,KOR,Silver
Atlanta,1996,Handball,Handball,handball,SZANTO  Anna,Women,HUN,Bronze
Atlanta,1996,Handball,Handball,handball,FRANKOVIC  Valner,Men,CRO,Gold
Atlanta,1996,Handball,Handball,handball,HONG  Jeong-Ho,Women,KOR,Silver
Atlanta,1996,Handball,Handball,handball,SITI  Beata,Women,HUN,Bronze
Atlanta,1996,Handball,Handball,handball,SARACEVIC  Zlatko,Men,CRO,Gold
Atlanta,1996,Handball,Handball,handball,ANDERSEN  Camilla,Women,DEN,Gold
Atlanta,1996,Handball,Handball,handball,MOON  Hyang-Ja,Women,KOR,Silver
Atlanta,1996,Handball,Handball,handball,HAMANN  Conny,Women,DEN,Gold
Atlanta,1996,Handball,Handball,handball,SMAJLAGIC  Irfan,Men,CRO,Gold
Atlanta,1996,Handball,Handball,handball,KIM  Jeong-Mi,Women,KOR,Silver
Atlanta,1996,Handball,Handball,handball,OH  Yong Ran,Women,KOR,Silver
Atlanta,1996,Hockey,Hockey,hockey,LOMANS  Bram,Men,NED,Gold
Atlanta,1996,Hockey,Hockey,hockey,ESCUDE TORRENTE  Xavier,Men,ESP,Silver
Atlanta,1996,Hockey,Hockey,hockey,JIN  Deok San,Women,KOR,Silver
Atlanta,1996,Hockey,Hockey,hockey,VAN DER WIELEN  Suzan,Women,NED,Bronze
Atlanta,1996,Hockey,Hockey,hockey,LEWIN  Jeannette,Women,NED,Bronze
Atlanta,1996,Hockey,Hockey,hockey,TOXOPEUS  Jacqueline,Women,NED,Bronze
Atlanta,1996,Hockey,Hockey,hockey,JANSEN  Franciscus Ronaldus Maria,Men,NED,Gold
Atlanta,1996,Hockey,Hockey,hockey,DE NOOIJER  Teun,Men,NED,Gold
Atlanta,1996,Hockey,Hockey,hockey,CARRUTHERS  Stuart,Men,AUS,Bronze
Atlanta,1996,Hockey,Hockey,hockey,VOGELS  Guus,Men,NED,Gold
Atlanta,1996,Hockey,Hockey,hockey,DELISSEN  Marc,Men,NED,Gold
Atlanta,1996,Hockey,Hockey,hockey,KOWN  Soo-Hyun,Women,KOR,Silver
Atlanta,1996,Hockey,Hockey,hockey,HAWKES  Rechelle,Women,AUS,Gold
Atlanta,1996,Hockey,Hockey,hockey,VAN WIJK  Remco,Men,NED,Gold
Atlanta,1996,Hockey,Hockey,hockey,DREHER  Lachlan,Men,AUS,Bronze
Atlanta,1996,Hockey,Hockey,hockey,LIM  Jeong-Sook,Women,KOR,Silver
Atlanta,1996,Hockey,Hockey,hockey,DOBSON  Louise,Women,AUS,Gold
Atlanta,1996,Hockey,Hockey,hockey,VAN DEN BOOGAARD  Dillianne,Women,NED,Bronze
Atlanta,1996,Hockey,Hockey,hockey,THATE  Carole,Women,NED,Bronze
Atlanta,1996,Hockey,Hockey,hockey,SPROULE  Daniel,Men,AUS,Bronze
Atlanta,1996,Hockey,Hockey,hockey,GARCIA MAURINO  Juantxo,Men,ESP,Silver
Atlanta,1996,Hockey,Hockey,hockey,PEREIRA  Jacqueline Margaret,Women,AUS,Gold
Atlanta,1996,Hockey,Hockey,hockey,USOZ  Pablo,Men,ESP,Silver
Atlanta,1996,Hockey,Hockey,hockey,VAN DE KIEFT  Fleur,Women,NED,Bronze
Atlanta,1996,Hockey,Hockey,hockey,SMITH  Matthew,Men,AUS,Bronze
Atlanta,1996,Hockey,Hockey,hockey,ANDREWS  Michelle,Women,AUS,Gold
Atlanta,1996,Hockey,Hockey,hockey,ELMER  Lachlan,Men,AUS,Bronze
Atlanta,1996,Hockey,Hockey,hockey,TOOTH  Liane Marianne,Women,AUS,Gold
Atlanta,1996,Hockey,Hockey,hockey,ARNAU  Jordi,Men,ESP,Silver
Atlanta,1996,Hockey,Hockey,hockey,SALA  Ramon,Men,ESP,Silver
Atlanta,1996,Hockey,Hockey,hockey,DUYSTER  Willemijn,Women,NED,Bronze
Atlanta,1996,Hockey,Hockey,hockey,LEE  Eun-Young,Women,KOR,Silver
Atlanta,1996,Hockey,Hockey,hockey,HOLSBOER  Eleonoor Wendeline,Women,NED,Bronze
Atlanta,1996,Hockey,Hockey,hockey,CRUCQ  Maurits,Men,NED,Gold
Atlanta,1996,Hockey,Hockey,hockey,BOVELANDER  Floris Jan,Men,NED,Gold
Atlanta,1996,Hockey,Hockey,hockey,JAZET  Erik,Men,NED,Gold
Atlanta,1996,Hockey,Hockey,hockey,DAVIES  Stephen,Men,AUS,Bronze
Atlanta,1996,Hockey,Hockey,hockey,DE RUITER  Wietske,Women,NED,Bronze
Atlanta,1996,Hockey,Hockey,hockey,FARRELL  Renita,Women,AUS,Gold
Atlanta,1996,Hockey,Hockey,hockey,BARRENA  Oscar,Men,ESP,Silver
Atlanta,1996,Hockey,Hockey,hockey,GARARD  Brendan,Men,AUS,Bronze
Atlanta,1996,Hockey,Hockey,hockey,DE HEIJ  Stella,Women,NED,Bronze
Atlanta,1996,Hockey,Hockey,hockey,DILETTI  Damon,Men,AUS,Bronze
Atlanta,1996,Hockey,Hockey,hockey,MALGOSA  Joaquin,Men,ESP,Silver
Atlanta,1996,Hockey,Hockey,hockey,JUFRESA  Ramon,Men,ESP,Silver
Atlanta,1996,Hockey,Hockey,hockey,WOO  Hyun-Jung,Women,KOR,Silver
Atlanta,1996,Hockey,Hockey,hockey,PERIS-KNEEBONE  Nova,Women,AUS,Gold
Atlanta,1996,Hockey,Hockey,hockey,GONZALEZ  Antonio,Men,ESP,Silver
Atlanta,1996,Hockey,Hockey,hockey,OH  Seung-Shin,Women,KOR,Silver
Atlanta,1996,Hockey,Hockey,hockey,KLEIN GEBBINK  Leo,Men,NED,Gold
Atlanta,1996,Hockey,Hockey,hockey,ANNAN  Alyson Regina,Women,AUS,Gold
Atlanta,1996,Hockey,Hockey,hockey,AMAT  Jaime,Men,ESP,Silver
Atlanta,1996,Hockey,Hockey,hockey,DELMEE  Jeroen,Men,NED,Gold
Atlanta,1996,Hockey,Hockey,hockey,ARNAU  Xavi,Men,ESP,Silver
Atlanta,1996,Hockey,Hockey,hockey,TEEUWEN  Josepha,Women,NED,Bronze
Atlanta,1996,Hockey,Hockey,hockey,VAN MEER  Tycho,Men,NED,Gold
Atlanta,1996,Hockey,Hockey,hockey,LEWIS  Paul Snowden,Men,AUS,Bronze
Atlanta,1996,Hockey,Hockey,hockey,COBOS  Ignacio,Men,ESP,Silver
Atlanta,1996,Hockey,Hockey,hockey,DINARES  Juan,Men,ESP,Silver
Atlanta,1996,Hockey,Hockey,hockey,STARRE  Katie,Women,AUS,Gold
Atlanta,1996,Hockey,Hockey,hockey,VAN PELT  Wouter,Men,NED,Gold
Atlanta,1996,Hockey,Hockey,hockey,LEE  Eun Kyung,Women,KOR,Silver
Atlanta,1996,Hockey,Hockey,hockey,KWON  Chang Sook,Women,KOR,Silver
Atlanta,1996,Hockey,Hockey,hockey,ESCARRE  Juan,Men,ESP,Silver
Atlanta,1996,Hockey,Hockey,hockey,STACEY  Jay Jason,Men,AUS,Bronze
Atlanta,1996,Hockey,Hockey,hockey,KOOLEN  Nicole,Women,NED,Bronze
Atlanta,1996,Hockey,Hockey,hockey,SMITH  Grant,Men,AUS,Bronze
Atlanta,1996,Hockey,Hockey,hockey,POWELL  Katrina,Women,AUS,Gold
Atlanta,1996,Hockey,Hockey,hockey,CHOPPY  Baeden,Men,AUS,Bronze
Atlanta,1996,Hockey,Hockey,hockey,PUJOL  Victor,Men,ESP,Silver
Atlanta,1996,Hockey,Hockey,hockey,MORRIS  Jenny,Women,AUS,Gold
Atlanta,1996,Hockey,Hockey,hockey,MARSDEN  Karen,Women,AUS,Gold
Atlanta,1996,Hockey,Hockey,hockey,WARK  Kenneth,Men,AUS,Bronze
Atlanta,1996,Hockey,Hockey,hockey,VAN DEN HONERT  Taco,Men,NED,Gold
Atlanta,1996,Hockey,Hockey,hockey,JEON  Young-Sun,Women,KOR,Silver
Atlanta,1996,Hockey,Hockey,hockey,CHOI  Mi-Soon,Women,KOR,Silver
Atlanta,1996,Hockey,Hockey,hockey,YORK  Michael,Men,AUS,Bronze
Atlanta,1996,Hockey,Hockey,hockey,DONNERS  Wilhelmina,Women,NED,Bronze
Atlanta,1996,Hockey,Hockey,hockey,MAITLAND  Clover,Women,AUS,Gold
Atlanta,1996,Hockey,Hockey,hockey,CHOI  Eun-Kyung,Women,KOR,Silver
Atlanta,1996,Hockey,Hockey,hockey,ROCHE  Danni,Women,AUS,Gold
Atlanta,1996,Hockey,Hockey,hockey,STEENBERGHE  Florentine,Women,NED,Bronze
Atlanta,1996,Hockey,Hockey,hockey,BRINKMAN  Jacques,Men,NED,Gold
Atlanta,1996,Hockey,Hockey,hockey,HASLAM  Juliet,Women,AUS,Gold
Atlanta,1996,Hockey,Hockey,hockey,HAGER  Marcus,Men,AUS,Bronze
Atlanta,1996,Hockey,Hockey,hockey,PLESMAN  Suzanne,Women,NED,Bronze
Atlanta,1996,Hockey,Hockey,hockey,CHANG  Eun-Jung,Women,KOR,Silver
Atlanta,1996,Hockey,Hockey,hockey,GAUDOIN  Paul,Men,AUS,Bronze
Atlanta,1996,Hockey,Hockey,hockey,AMAT  Pablo Pol,Men,ESP,Silver
Atlanta,1996,Hockey,Hockey,hockey,CHO  Eun-Jung,Women,KOR,Silver
Atlanta,1996,Hockey,Hockey,hockey,POWELL  Lisa Josephine,Women,AUS,Gold
Atlanta,1996,Hockey,Hockey,hockey,YOU  Jae Sook,Women,KOR,Silver
Atlanta,1996,Hockey,Hockey,hockey,KIM  Myung-Ok,Women,KOR,Silver
Atlanta,1996,Hockey,Hockey,hockey,VEEN  Stephan,Men,NED,Gold
Atlanta,1996,Hockey,Hockey,hockey,LEE  Ji-Young,Women,KOR,Silver
Atlanta,1996,Hockey,Hockey,hockey,KUIPERS  Ellen,Women,NED,Bronze
Atlanta,1996,Judo,Judo,48 - 52kg (half-lightweight),RESTOUX  Marie-Claire,Women,FRA,Gold
Atlanta,1996,Judo,Judo,66 - 72kg (half-heavyweight),LUNA CASTELLANO  Diadenis,Women,CUB,Bronze
Atlanta,1996,Judo,Judo,- 48kg (extra-lightweight),KYE  Sun Hui,Women,PRK,Gold
Atlanta,1996,Judo,Judo,90 - 100kg (half-heavyweight),KIM  Min-Soo,Men,KOR,Silver
Atlanta,1996,Judo,Judo,66 - 72kg (half-heavyweight),SCAPIN  Ylenia,Women,ITA,Bronze
Atlanta,1996,Judo,Judo,48 - 52kg (half-lightweight),HYUN  Sook-Hee,Women,KOR,Silver
Atlanta,1996,Judo,Judo,+ 72kg (heavyweight),RODRIGUEZ VILLANUEVA  Estela,Women,CUB,Silver
Atlanta,1996,Judo,Judo,66 - 72kg (half-heavyweight),WERBROUCK  Ulla,Women,BEL,Gold
Atlanta,1996,Judo,Judo,73 - 81kg (half-middleweight),CHO  In-Chul,Men,KOR,Bronze
Atlanta,1996,Judo,Judo,61 - 66kg (middleweight),SZCZEPANSKA  Aneta,Women,POL,Silver
Atlanta,1996,Judo,Judo,60 - 66kg (half-lightweight),HERNANDEZ PLANA  Israel,Men,CUB,Bronze
Atlanta,1996,Judo,Judo,52 - 56kg (lightweight),LOMBA  Marisabel,Women,BEL,Bronze
Atlanta,1996,Judo,Judo,66 - 73kg (lightweight),NAKAMURA  Kenzo,Men,JPN,Gold
Atlanta,1996,Judo,Judo,56 - 61kg (half-middleweight),EMOTO  Yuko,Women,JPN,Gold
Atlanta,1996,Judo,Judo,56 - 61kg (half-middleweight),GAL  Jenny,Women,NED,Bronze
Atlanta,1996,Judo,Judo,- 48kg (extra-lightweight),SOLER  Yolanda,Women,ESP,Bronze
Atlanta,1996,Judo,Judo,+ 72kg (heavyweight),HAGN  Johanna,Women,GER,Bronze
Atlanta,1996,Judo,Judo,- 60 kg,NARMANDAKH  Dorjpalam,Men,MGL,Bronze
Atlanta,1996,Judo,Judo,+ 100kg (heavyweight),VAN BARNEVELD  Harry,Men,BEL,Bronze
Atlanta,1996,Judo,Judo,60 - 66kg (half-lightweight),NAKAMURA  Yukimasa,Men,JPN,Silver
Atlanta,1996,Judo,Judo,60 - 66kg (half-lightweight),QUELLMALZ  Udo,Men,GER,Gold
Atlanta,1996,Judo,Judo,66 - 73kg (lightweight),KWAK  Dae-Sung,Men,KOR,Silver
Atlanta,1996,Judo,Judo,+ 72kg (heavyweight),CICOT  Christine,Women,FRA,Bronze
Atlanta,1996,Judo,Judo,52 - 56kg (lightweight),FERNANDEZ  Isabel,Women,ESP,Bronze
Atlanta,1996,Judo,Judo,61 - 66kg (middleweight),CHO  Min-Sun,Women,KOR,Gold
Atlanta,1996,Judo,Judo,- 60 kg,NOMURA  Tadahiro,Men,JPN,Gold
Atlanta,1996,Judo,Judo,61 - 66kg (middleweight),ZWIERS  Claudia,Women,NED,Bronze
Atlanta,1996,Judo,Judo,81 - 90kg (middleweight),SPITTKA  Marko,Men,GER,Bronze
Atlanta,1996,Judo,Judo,+ 72kg (heavyweight),SUN  Fuming,Women,CHN,Gold
Atlanta,1996,Judo,Judo,- 60 kg,GIOVINAZZO  Girolamo,Men,ITA,Silver
Atlanta,1996,Judo,Judo,73 - 81kg (half-middleweight),KOGA  Toshihiko,Men,JPN,Silver
Atlanta,1996,Judo,Judo,73 - 81kg (half-middleweight),LIPARTELIANI  Soso,Men,GEO,Bronze
Atlanta,1996,Judo,Judo,- 60 kg,TRAUTMANN  Richard,Men,GER,Bronze
Atlanta,1996,Judo,Judo,66 - 73kg (lightweight),GAGLIANO  Christophe,Men,FRA,Bronze
Atlanta,1996,Judo,Judo,- 48kg (extra-lightweight),TANI  Ryoko,Women,JPN,Silver
Atlanta,1996,Judo,Judo,73 - 81kg (half-middleweight),BOURAS  Djamel,Men,FRA,Gold
Atlanta,1996,Judo,Judo,48 - 52kg (half-lightweight),VERDECIA  Legna,Women,CUB,Bronze
Atlanta,1996,Judo,Judo,90 - 100kg (half-heavyweight),TRAINEAU  Stephane,Men,FRA,Bronze
Atlanta,1996,Judo,Judo,48 - 52kg (half-lightweight),NARAZAKI  Noriko,Women,JPN,Bronze
Atlanta,1996,Judo,Judo,+ 100kg (heavyweight),PEREZ LOBO  Ernesto,Men,ESP,Silver
Atlanta,1996,Judo,Judo,+ 100kg (heavyweight),MOELLER  Frank,Men,GER,Bronze
Atlanta,1996,Judo,Judo,60 - 66kg (half-lightweight),GUIMARAES  Henrique,Men,BRA,Bronze
Atlanta,1996,Judo,Judo,66 - 72kg (half-heavyweight),TANABE  Yoko,Women,JPN,Silver
Atlanta,1996,Judo,Judo,81 - 90kg (middleweight),BAGDASAROV  Armen,Men,UZB,Silver
Atlanta,1996,Judo,Judo,81 - 90kg (middleweight),JEON  Ki-Young,Men,KOR,Gold
Atlanta,1996,Judo,Judo,- 48kg (extra-lightweight),SAVON  Amarilys,Women,CUB,Bronze
Atlanta,1996,Judo,Judo,56 - 61kg (half-middleweight),VANDECAVEYE  Gella,Women,BEL,Silver
Atlanta,1996,Judo,Judo,61 - 66kg (middleweight),WANG  Xianbo,Women,CHN,Bronze
Atlanta,1996,Judo,Judo,56 - 61kg (half-middleweight),JUNG  Sung-Sook,Women,KOR,Bronze
Atlanta,1996,Judo,Judo,+ 100kg (heavyweight),DOUILLET  David,Men,FRA,Gold
Atlanta,1996,Judo,Judo,66 - 73kg (lightweight),PEDRO  James,Men,USA,Bronze
Atlanta,1996,Judo,Judo,90 - 100kg (half-heavyweight),NASTULA  Pawel,Men,POL,Gold
Atlanta,1996,Judo,Judo,90 - 100kg (half-heavyweight),MIGUEL FERNANDEZ  Aurelio,Men,BRA,Bronze
Atlanta,1996,Judo,Judo,52 - 56kg (lightweight),GONZALEZ  Driulys,Women,CUB,Gold
Atlanta,1996,Judo,Judo,81 - 90kg (middleweight),HUIZINGA  Mark,Men,NED,Bronze
Atlanta,1996,Judo,Judo,52 - 56kg (lightweight),JUNG  Sun Yong,Women,KOR,Silver
Atlanta,1996,Modern Pentathlon,Modern Pentath.,Individual competition,PARYGIN  Alexander,Men,KAZ,Gold
Atlanta,1996,Modern Pentathlon,Modern Pentath.,Individual competition,ZENOVKA  Edouard,Men,RUS,Silver
Atlanta,1996,Modern Pentathlon,Modern Pentath.,Individual competition,MARTINEK  Janos,Men,HUN,Bronze
Atlanta,1996,Rowing,Rowing,single sculls (1x),LANGE  Thomas,Men,GER,Bronze
Atlanta,1996,Rowing,Rowing,lightweight double sculls (2x),GIER  Markus,Men,SUI,Gold
Atlanta,1996,Rowing,Rowing,four without coxswain (4-),GINN  Drew,Men,AUS,Gold
Atlanta,1996,Rowing,Rowing,eight with coxswain (8+),WEBER  Marc,Men,GER,Silver
Atlanta,1996,Rowing,Rowing,eight with coxswain (8+),MIKULICH  Yelena,Women,BLR,Bronze
Atlanta,1996,Rowing,Rowing,single sculls (1x),PORTER  Derek,Men,CAN,Silver
Atlanta,1996,Rowing,Rowing,lightweight double sculls (2x),AARDEWIJN  Pepijn,Men,NED,Silver
Atlanta,1996,Rowing,Rowing,single sculls (1x),HANSEN  Trine,Women,DEN,Bronze
Atlanta,1996,Rowing,Rowing,eight with coxswain (8+),GEORGESCU  Elena,Women,ROU,Gold
Atlanta,1996,Rowing,Rowing,lightweight double sculls (2x),LEE  Virginia,Women,AUS,Bronze
Atlanta,1996,Rowing,Rowing,quadruple sculls without coxswain (4x),YOUNG  Tim,Men,USA,Silver
Atlanta,1996,Rowing,Rowing,lightweight coxless four (4-),CARLUCCI  William,Men,USA,Bronze
Atlanta,1996,Rowing,Rowing,lightweight coxless four (4-),BOYES  Dave,Men,CAN,Silver
Atlanta,1996,Rowing,Rowing,single sculls (1x),LAUMANN  Silken Suzette,Women,CAN,Silver
Atlanta,1996,Rowing,Rowing,double sculls (2x),VAN NES  Eeke,Women,NED,Bronze
Atlanta,1996,Rowing,Rowing,four without coxswain (4-),MCKAY  Mike,Men,AUS,Gold
Atlanta,1996,Rowing,Rowing,quadruple sculls without coxswain (4x),WILLMS  Andre,Men,GER,Gold
Atlanta,1996,Rowing,Rowing,eight with coxswain (8+),VIEFERS  Ulrich,Men,GER,Silver
Atlanta,1996,Rowing,Rowing,quadruple sculls without coxswain (4x),MIFTAKHUTDINOVA  Diana,Women,UKR,Silver
Atlanta,1996,Rowing,Rowing,four without coxswain (4-),TOMKINS  James,Men,AUS,Gold
Atlanta,1996,Rowing,Rowing,four without coxswain (4-),BOSQUET  Gilles,Men,FRA,Silver
Atlanta,1996,Rowing,Rowing,lightweight coxless four (4-),LAY  Jeffrey,Men,CAN,Silver
Atlanta,1996,Rowing,Rowing,eight with coxswain (8+),DUYSTER  Jeroen,Men,NED,Gold
Atlanta,1996,Rowing,Rowing,eight with coxswain (8+),GLUKHOV  Andrey,Men,RUS,Bronze
Atlanta,1996,Rowing,Rowing,quadruple sculls without coxswain (4x),O'GRADY  Diane,Women,CAN,Bronze
Atlanta,1996,Rowing,Rowing,eight with coxswain (8+),CHERMASHENTSEV  Anton,Men,RUS,Bronze
Atlanta,1996,Rowing,Rowing,eight with coxswain (8+),TANASE  Anca,Women,ROU,Gold
